,location_ref,location_code,location_name,admin1_ref,admin1_code,admin1_name,admin2_ref,admin2_code,admin2_name,resource_hdx_id,org_acronym,org_name,sector_code,sector_name,reference_period_start,reference_period_end,org_type_code,org_type_description
35,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HEWAD,Hewad Reconstruction on Health and Humanitarian Assistance Committee,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
36,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HI,Handicap International - Humanity & Inclusion,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
37,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HI,Handicap International - Humanity & Inclusion,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
38,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HN-TPO,Health Net - Trans cultural Psychosocial Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
39,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HN-TPO,Health Net - Trans cultural Psychosocial Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
40,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HRDA,Human Resource Development Agency,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
41,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HT,Halo Trust,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
42,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IMC,International Medical Corps,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
43,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,INTERSOS,INTERSOS - Humanitarian Aid Organization,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
44,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
45,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
46,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
47,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
48,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IPSO,International Psychosocial Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
49,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IPSO,International Psychosocial Organization,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
50,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,JOIN,Johanniter International,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
51,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,JRS,Jesuit Refugee Services,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
52,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,JRS,Jesuit Refugee Services,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
53,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,JUH,Johanniter-Unfall-Hilfe e.V.,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
54,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,KOO,Kabul Orthopedic Organisation,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
55,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,KOO,Kabul Orthopedic Organisation,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
56,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,MMRCA,Medical Management Research Courses Afghanistan,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
57,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,MSF,Doctors Without Borders,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
58,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NECDO,Noor Educational and Capacity Development Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
59,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NRC,Norwegian Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
60,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OCCD,Organization for Community Coordination of Development,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
61,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OCHR,Organization for Coordination of Humanitarian Relief,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
62,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OCHR,Organization for Coordination of Humanitarian Relief,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
63,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OHW,Organization of Human Welfare,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
64,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OWH,Organization for Welfare and Humanitarian,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
65,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,REALS,REACH Alternatives,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
66,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,RF,Rupani Foundation,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
67,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,RHDO,Relief Humanitarian Development Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
68,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,RI,Relief International,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
69,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,SCI,Save the Children International,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
70,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,SERVE,Serving Emergency Relief and Vocational Enterprises,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
71,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,SFL,SFL International,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
72,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,TSDCO,Tawana Services Development and Coltural Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
73,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,TSDO,Tawhid Social and Development Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
74,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,TdH,Terre des Hommes,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
75,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UA,Union Aid,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
76,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UN-Habitat,United Nations Human Settlements Programme,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
77,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNFPA,United Nations Population Fund,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
78,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNHCR,UN Refugee Agency,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
79,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
80,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNICEF,United Nations Children's Fund,WSH,Water Sanitation Hygiene,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
81,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,UNOPS,United Nations Office for Project Services,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
82,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WC-C,War Child Canada,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
83,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WC-UK,War Child UK,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
84,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WCC,World Council of Churches,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
85,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WFP,World Food Programme,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
86,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WFP,World Food Programme,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
87,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WHO,World Health Organization,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
88,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WMSSO,Women Message Social and Services Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
89,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
90,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
91,1,AFG,Afghanistan,1,AF01,Kabul,1,AF0101,Kabul,6bf7a159-c6dd-4afb-ac66-31ee04568d27,WSTA,Watan Social and Technical Services Association,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
92,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AADA,Agency for Assistance and Development of Afghanistan,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
93,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,ACHRO,Association of Chief Human Resource Officers,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
94,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AHDAA,Agency for Humanitarian Development Assistance for Afghanistan,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
95,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,AKHS,Aga Khan Health Service,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
96,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,CHA,Coordination of Humanitarian Assistance,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
97,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DAFA,Demining Agency For Afghanistan,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
98,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
99,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,DRC,Danish Refugee Council,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
100,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,FAO,Food and Agriculture Organization,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
101,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,HT,Halo Trust,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
102,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IOM,International Organization for Migration,SHL,Emergency Shelter and NFI,2024-01-01T00:00:00,2024-03-31T23:59:59,447,United Nations
103,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,IRC,International Rescue Committee,HEA,Health,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
104,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NAC,Norwegian Afghanistan Committee,FSC,Food Security,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
105,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,NRC,Norwegian Refugee Council,PRO,Protection,2024-01-01T00:00:00,2024-03-31T23:59:59,437,International NGO
106,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OCCD,Organization for Community Coordination of Development,EDU,Education,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
107,1,AFG,Afghanistan,1,AF01,Kabul,2,AF0102,Paghman,6bf7a159-c6dd-4afb-ac66-31ee04568d27,OPHCD,Organization for Promotion of Health & Community Development,NUT,Nutrition,2024-01-01T00:00:00,2024-03-31T23:59:59,441,National NGO
